date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:01:55	1156/1156	---M--	200	added ('OK')	image/png	etag:%22519b91c2-484%22	http://muselee.weebly.com/files/theme/bullet.png?1428732263	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/files/theme/bullet99bd.png	(from http://muselee.weebly.com/files/main_style.css?1428732263)
14:01:56	1326/1326	---M--	200	added ('OK')	image/gif	etag:%22519b91c2-52e%22	http://muselee.weebly.com/files/theme/footer-bullet.gif?1428732263	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/files/theme/footer-bullet99bd.gif	(from http://muselee.weebly.com/files/main_style.css?1428732263)
14:01:58	65113/65113	---M--	200	added ('OK')	image/jpeg	etag:%22519b91c2-fe59%22	http://muselee.weebly.com/files/theme/banner-landing.jpg?1428732263	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/files/theme/banner-landing99bd.jpg	(from http://muselee.weebly.com/files/main_style.css?1428732263)
14:02:03	549659/549659	---M--	200	added ('OK')	image/jpeg	etag:%2254b0c3f4-8631b%22	http://muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1420870662.jpg	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1420870662.jpg	(from http://muselee.weebly.com/)
14:02:03	1455/1455	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Jan%202016%2006:02:03%20GMT	http://muselee.weebly.com/mustache.js	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/mustache.js	(from http://cdn2.editmysite.com/js/site/main.js?buildTime=1428691787)
14:02:03	1455/1455	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Jan%202016%2006:02:03%20GMT	http://muselee.weebly.com/formSubmit.php	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/formSubmit.php	(from http://cdn2.editmysite.com/js/site/main.js?buildTime=1428691787)
14:02:04	1455/1455	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Jan%202016%2006:02:03%20GMT	http://muselee.weebly.com/formSubmitAjax.php	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/formSubmitAjax.php	(from http://cdn2.editmysite.com/js/site/main.js?buildTime=1428691787)
14:02:04	1455/1455	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Jan%202016%2006:02:03%20GMT	http://muselee.weebly.com/o	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/o	(from http://cdn2.editmysite.com/js/site/main.js?buildTime=1428691787)
14:02:04	140279/140279	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Jan%202016%2023:07:08%20GMT	http://cdn2.editmysite.com/css/sites.css?buildTime=1429311276	C:/Users/Jay/Documents/Web/a/cdn2.editmysite.com/css/sitesb1ea.css	(from http://muselee.weebly.com/about.html)
14:02:05	245067/245067	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2019%20Jan%202016%2023:04:48%20GMT	http://cdn2.editmysite.com/js/site/main.js?buildTime=1429311276	C:/Users/Jay/Documents/Web/a/cdn2.editmysite.com/js/site/mainb1ea.js	(from http://muselee.weebly.com/about.html)
14:02:42	295522/295522	---M--	200	added ('OK')	image/jpeg	etag:%2254ae9d72-48262%22	http://muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1420729729.jpg	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1420729729.jpg	(from http://muselee.weebly.com/contact.html)
14:02:47	362565/362565	---M--	200	added ('OK')	image/jpeg	etag:%2254b0c424-58845%22	http://muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1420870710.jpg	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1420870710.jpg	(from http://muselee.weebly.com/about.html)
14:02:53	513575/513575	---M--	200	added ('OK')	image/jpeg	etag:%2254c8999a-7d627%22	http://muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1422432666.jpg	C:/Users/Jay/Documents/Web/a/muselee.weebly.com/uploads/4/4/7/8/44783487/header_images/1422432666.jpg	(from http://muselee.weebly.com/as-know-as.html)
